id,x,y,z,side,classification,synthetic,coordinate_unit
P0856,4.392,1.64,-1.303,starboard,sample,true,fictional_unit
P0857,4.386,-1.709,-1.051,port,sample,true,fictional_unit
P0858,4.413,1.708,-1.039,starboard,sample,true,fictional_unit
P0859,4.398,-1.757,-0.784,port,sample,true,fictional_unit
P0860,4.402,1.752,-0.79,starboard,sample,true,fictional_unit
P0861,4.405,-1.805,-0.522,port,sample,true,fictional_unit
P0862,4.402,1.796,-0.519,starboard,sample,true,fictional_unit
P0863,4.404,-1.805,-0.253,port,sample,true,fictional_unit
P0864,4.398,1.807,-0.273,starboard,sample,true,fictional_unit
P0865,4.399,-1.815,-0.003,port,sample,true,fictional_unit
P0866,4.39,1.81,0.008,starboard,sample,true,fictional_unit
P0867,4.391,-1.796,0.255,port,sample,true,fictional_unit
P0868,4.411,1.8,0.257,starboard,sample,true,fictional_unit
P0869,4.404,-1.764,0.535,port,sample,true,fictional_unit
P0870,4.413,1.771,0.53,starboard,sample,true,fictional_unit
P0871,4.386,-1.706,0.79,port,sample,true,fictional_unit
P0872,4.411,1.704,0.778,starboard,sample,true,fictional_unit
P0873,4.398,-1.643,1.049,port,sample,true,fictional_unit
P0874,4.4,1.637,1.059,starboard,sample,true,fictional_unit
P0875,4.412,-1.532,1.309,port,sample,true,fictional_unit
P0876,4.397,1.539,1.317,starboard,sample,true,fictional_unit
P0877,4.399,-1.42,1.574,port,sample,true,fictional_unit
P0878,4.396,1.412,1.569,starboard,sample,true,fictional_unit
P0879,4.409,-1.252,1.84,port,sample,true,fictional_unit
P0880,4.41,1.254,1.831,starboard,sample,true,fictional_unit
P0881,4.405,-1.041,2.098,port,sample,true,fictional_unit
P0882,4.393,1.039,2.099,starboard,sample,true,fictional_unit
P0883,4.808,-1.125,-2.088,port,sample,true,fictional_unit
P0884,4.807,1.116,-2.112,starboard,sample,true,fictional_unit
P0885,4.796,-1.266,-1.844,port,sample,true,fictional_unit
P0886,4.81,1.276,-1.831,starboard,sample,true,fictional_unit
P0887,4.806,-1.39,-1.566,port,sample,true,fictional_unit
P0888,4.788,1.388,-1.569,starboard,sample,true,fictional_unit
P0889,4.807,-1.489,-1.305,port,sample,true,fictional_unit
P0890,4.793,1.478,-1.323,starboard,sample,true,fictional_unit
P0891,4.794,-1.551,-1.05,port,sample,true,fictional_unit
P0892,4.811,1.541,-1.06,starboard,sample,true,fictional_unit
P0893,4.788,-1.607,-0.797,port,sample,true,fictional_unit
P0894,4.799,1.593,-0.789,starboard,sample,true,fictional_unit
P0895,4.787,-1.639,-0.524,port,sample,true,fictional_unit
P0896,4.786,1.626,-0.525,starboard,sample,true,fictional_unit
P0897,4.814,-1.654,-0.264,port,sample,true,fictional_unit
P0898,4.8,1.656,-0.251,starboard,sample,true,fictional_unit
P0899,4.81,-1.654,0.001,port,sample,true,fictional_unit
P0900,4.81,1.654,-0.009,starboard,sample,true,fictional_unit
P0901,4.804,-1.637,0.263,port,sample,true,fictional_unit
P0902,4.808,1.63,0.274,starboard,sample,true,fictional_unit
P0903,4.802,-1.603,0.521,port,sample,true,fictional_unit
P0904,4.814,1.594,0.526,starboard,sample,true,fictional_unit
P0905,4.789,-1.553,0.778,port,sample,true,fictional_unit
P0906,4.806,1.556,0.777,starboard,sample,true,fictional_unit
P0907,4.793,-1.481,1.06,port,sample,true,fictional_unit
P0908,4.798,1.488,1.048,starboard,sample,true,fictional_unit
P0909,4.809,-1.393,1.305,port,sample,true,fictional_unit
P0910,4.803,1.391,1.319,starboard,sample,true,fictional_unit
P0911,4.804,-1.292,1.567,port,sample,true,fictional_unit
P0912,4.805,1.285,1.572,starboard,sample,true,fictional_unit
P0913,4.786,-1.131,1.828,port,sample,true,fictional_unit
P0914,4.792,1.143,1.833,starboard,sample,true,fictional_unit
P0915,4.786,-0.946,2.091,port,sample,true,fictional_unit
P0916,4.794,0.94,2.096,starboard,sample,true,fictional_unit
P0917,5.201,-0.978,-2.096,port,sample,true,fictional_unit
P0918,5.205,0.986,-2.102,starboard,sample,true,fictional_unit
P0919,5.211,-1.117,-1.832,port,sample,true,fictional_unit
P0920,5.21,1.12,-1.843,starboard,sample,true,fictional_unit
P0921,5.21,-1.225,-1.571,port,sample,true,fictional_unit
P0922,5.206,1.226,-1.576,starboard,sample,true,fictional_unit
P0923,5.187,-1.289,-1.311,port,sample,true,fictional_unit
P0924,5.212,1.308,-1.319,starboard,sample,true,fictional_unit
P0925,5.209,-1.354,-1.043,port,sample,true,fictional_unit
P0926,5.207,1.365,-1.042,starboard,sample,true,fictional_unit
P0927,5.192,-1.4,-0.792,port,sample,true,fictional_unit
P0928,5.192,1.411,-0.786,starboard,sample,true,fictional_unit
P0929,5.188,-1.425,-0.519,port,sample,true,fictional_unit
P0930,5.197,1.426,-0.521,starboard,sample,true,fictional_unit
P0931,5.187,-1.447,-0.269,port,sample,true,fictional_unit
P0932,5.204,1.443,-0.27,starboard,sample,true,fictional_unit
P0933,5.189,-1.452,0.003,port,sample,true,fictional_unit
P0934,5.206,1.436,0,starboard,sample,true,fictional_unit
P0935,5.192,-1.422,0.259,port,sample,true,fictional_unit
P0936,5.2,1.433,0.253,starboard,sample,true,fictional_unit
P0937,5.194,-1.403,0.525,port,sample,true,fictional_unit
P0938,5.212,1.402,0.515,starboard,sample,true,fictional_unit
P0939,5.213,-1.355,0.784,port,sample,true,fictional_unit
P0940,5.206,1.361,0.776,starboard,sample,true,fictional_unit
P0941,5.209,-1.303,1.046,port,sample,true,fictional_unit
P0942,5.191,1.307,1.052,starboard,sample,true,fictional_unit
P0943,5.193,-1.229,1.312,port,sample,true,fictional_unit
P0944,5.212,1.235,1.316,starboard,sample,true,fictional_unit
P0945,5.213,-1.124,1.574,port,sample,true,fictional_unit
P0946,5.192,1.126,1.586,starboard,sample,true,fictional_unit
P0947,5.199,-1,1.842,port,sample,true,fictional_unit
P0948,5.213,0.986,1.826,starboard,sample,true,fictional_unit
P0949,5.194,-0.828,2.098,port,sample,true,fictional_unit
P0950,5.212,0.817,2.111,starboard,sample,true,fictional_unit
P0951,5.601,-0.814,-2.107,port,sample,true,fictional_unit
P0952,5.587,0.8,-2.088,starboard,sample,true,fictional_unit
P0953,5.603,-0.913,-1.844,port,sample,true,fictional_unit
P0954,5.588,0.913,-1.838,starboard,sample,true,fictional_unit
P0955,5.612,-0.991,-1.564,port,sample,true,fictional_unit
P0956,5.612,1.009,-1.572,starboard,sample,true,fictional_unit
P0957,5.599,-1.063,-1.323,port,sample,true,fictional_unit
P0958,5.588,1.071,-1.315,starboard,sample,true,fictional_unit
P0959,5.593,-1.124,-1.053,port,sample,true,fictional_unit
P0960,5.596,1.119,-1.046,starboard,sample,true,fictional_unit
P0961,5.606,-1.152,-0.799,port,sample,true,fictional_unit
P0962,5.589,1.154,-0.782,starboard,sample,true,fictional_unit
P0963,5.588,-1.182,-0.517,port,sample,true,fictional_unit
P0964,5.606,1.184,-0.518,starboard,sample,true,fictional_unit
P0965,5.6,-1.185,-0.265,port,sample,true,fictional_unit
P0966,5.604,1.186,-0.264,starboard,sample,true,fictional_unit
P0967,5.6,-1.196,-0.004,port,sample,true,fictional_unit
P0968,5.603,1.187,-0.01,starboard,sample,true,fictional_unit
P0969,5.61,-1.181,0.26,port,sample,true,fictional_unit
P0970,5.607,1.174,0.268,starboard,sample,true,fictional_unit
P0971,5.604,-1.149,0.524,port,sample,true,fictional_unit
P0972,5.587,1.146,0.528,starboard,sample,true,fictional_unit
P0973,5.609,-1.111,0.797,port,sample,true,fictional_unit
P0974,5.596,1.111,0.776,starboard,sample,true,fictional_unit
P0975,5.599,-1.067,1.059,port,sample,true,fictional_unit
P0976,5.611,1.075,1.06,starboard,sample,true,fictional_unit
P0977,5.606,-0.999,1.315,port,sample,true,fictional_unit
P0978,5.598,1.008,1.308,starboard,sample,true,fictional_unit
P0979,5.592,-0.926,1.567,port,sample,true,fictional_unit
P0980,5.592,0.919,1.567,starboard,sample,true,fictional_unit
P0981,5.595,-0.818,1.849,port,sample,true,fictional_unit
P0982,5.6,0.814,1.843,starboard,sample,true,fictional_unit
P0983,5.595,-0.67,2.105,port,sample,true,fictional_unit
P0984,5.607,0.669,2.097,starboard,sample,true,fictional_unit
P0985,6.002,-0.563,-2.096,port,sample,true,fictional_unit
P0986,5.992,0.561,-2.104,starboard,sample,true,fictional_unit
P0987,6.009,-0.636,-1.829,port,sample,true,fictional_unit
P0988,5.993,0.638,-1.828,starboard,sample,true,fictional_unit
P0989,5.993,-0.7,-1.58,port,sample,true,fictional_unit
P0990,5.987,0.703,-1.567,starboard,sample,true,fictional_unit
P0991,6.01,-0.734,-1.302,port,sample,true,fictional_unit
P0992,5.996,0.742,-1.313,starboard,sample,true,fictional_unit
P0993,5.989,-0.782,-1.046,port,sample,true,fictional_unit
P0994,5.994,0.78,-1.054,starboard,sample,true,fictional_unit
P0995,5.989,-0.808,-0.787,port,sample,true,fictional_unit
P0996,5.987,0.79,-0.792,starboard,sample,true,fictional_unit
P0997,5.986,-0.819,-0.533,port,sample,true,fictional_unit
P0998,6.005,0.808,-0.516,starboard,sample,true,fictional_unit
P0999,6.012,-0.821,-0.266,port,sample,true,fictional_unit
P1000,6.008,0.821,-0.252,starboard,sample,true,fictional_unit
P1001,6.004,-0.826,0.008,port,sample,true,fictional_unit
P1002,6.003,0.817,0.006,starboard,sample,true,fictional_unit
P1003,6.003,-0.807,0.27,port,sample,true,fictional_unit
P1004,5.997,0.811,0.273,starboard,sample,true,fictional_unit
P1005,5.998,-0.803,0.516,port,sample,true,fictional_unit
P1006,5.997,0.796,0.515,starboard,sample,true,fictional_unit
P1007,5.999,-0.769,0.795,port,sample,true,fictional_unit
P1008,5.991,0.769,0.793,starboard,sample,true,fictional_unit
P1009,5.989,-0.747,1.043,port,sample,true,fictional_unit
P1010,6.01,0.739,1.04,starboard,sample,true,fictional_unit
P1011,5.987,-0.709,1.301,port,sample,true,fictional_unit
P1012,5.995,0.694,1.303,starboard,sample,true,fictional_unit
P1013,6.011,-0.643,1.567,port,sample,true,fictional_unit
P1014,5.997,0.643,1.568,starboard,sample,true,fictional_unit
P1015,6.008,-0.567,1.836,port,sample,true,fictional_unit
P1016,6.013,0.575,1.833,starboard,sample,true,fictional_unit
P1017,6.003,-0.469,2.089,port,sample,true,fictional_unit
P1018,6.01,0.476,2.092,starboard,sample,true,fictional_unit
